EDAD_VICTIMA,FECHA_x,FECHA_AA,FECHA_DD,FECHA_DECESO,FECHA_MM,ID,ROL_VICTIMA,SEXO_VICTIMA,VH_VICTIMA,AAAA,Altura,Calle,COMUNA,Cruce,DD,Dirección Normalizada,FECHA_y,HH,HORA,LUGAR_HECHO,MM,N_VICTIMAS,PARTICIPANTES,POSX,POSY,TIPO_CALLE,VH_ACUSADO,VICTIMA,XY (CABA)
21,1/7/2018,2018,1,1/7/2018,7,2018-0068,CONDUCTOR,MASCULINO,MOTO,2018,,CARABOBO AV.,7,"ALBERDI, JUAN BAUTISTA AV.",1,"CARABOBO AV. Y ALBERDI, JUAN BAUTISTA AV.",1/7/2018,9,09:00,"CARABOBO AV. Y ALBERDI, JUAN BAUTISTA AV.",7,1,MOTO-AUTO,-58.45546217,-34.62930339,AVENIDA,AUTO,MOTO,POINT (100718.69831349 99996.27412808)
20,4/7/2018,2018,4,4/7/2018,7,2018-0069,CICLISTA,MASCULINO,BICICLETA,2018,2215.0,CORDOBA AV.,2,,4,CORDOBA AV. 2215,4/7/2018,21,21:45,CÓRDOBA AV. 2215,7,1,BICICLETA-PASAJEROS,-58.39897064,-34.59954925,AVENIDA,PASAJEROS,BICICLETA,POINT (105900.94104333 103295.18325601)
33,7/7/2018,2018,7,7/7/2018,7,2018-0070,CONDUCTOR,MASCULINO,MOTO,2018,,ESTADOS UNIDOS,3,"URQUIZA, GRAL.",7,"ESTADOS UNIDOS Y URQUIZA, GRAL.",7/7/2018,15,15:45,"ESTADOS UNIDOS Y URQUIZA, GRAL.",7,1,MOTO-PASAJEROS,-58.40917826,-34.62126274,CALLE,PASAJEROS,MOTO,POINT (104963.31095539 100886.97438212)
SD,10/7/2018,2018,10,10/7/2018,7,2018-0071,CONDUCTOR,MASCULINO,MOTO,2018,,MORENO,1,"HUERGO, ING. AV.",10,"MORENO Y HUERGO, ING. AV.",10/7/2018,17,17:50,MORENO Y AV. HUERGO,7,1,MOTO-CARGAS,-58.36726348,-34.61099738,AVENIDA,CARGAS,MOTO,POINT (108808.25931028 102022.90885862)
27,11/7/2018,2018,11,13/7/2018,7,2018-0072,CONDUCTOR,MASCULINO,MOTO,2018,,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,8,,11,AUTOPISTA DELLEPIANE LUIS TTE. GRAL. Y MONTIEL,11/7/2018,13,13:15,"AU DELLEPIANE KILOMETRO 0.0, ALTURA CALLE MONTIEL, SENTIDO HACIA EL CENTRO PORTEÑO",7,1,MOTO-CARGAS,-58.48267426,-34.68454456,AUTOPISTA,CARGAS,MOTO,POINT (98224.62123059 93867.97738800)
67,11/7/2018,2018,11,11/7/2018,7,2018-0073,PEATON,FEMENINO,PEATON,2018,3400.0,"IRIARTE, GRAL. AV.",4,,11,"IRIARTE, GRAL. AV. 3400",11/7/2018,15,15:45,"IRIARTE, GRAL. AV. 3400",7,1,PEATON-CARGAS,-58.39546165,-34.65168841,AVENIDA,CARGAS,PEATON,POINT (106218.96559101 97510.98250186)
25,14/7/2018,2018,14,14/7/2018,7,2018-0074,CONDUCTOR,MASCULINO,AUTO,2018,2968.0,"ALBERDI, JUAN BAUTISTA AV.",7,,14,"ALBERDI, JUAN BAUTISTA AV. 2968",14/7/2018,6,06:04,AV. JUAN B. ALBERDI 2968,7,1,AUTO-CARGAS,-58.46941984,-34.63376545,AVENIDA,CARGAS,AUTO,POINT (99438.84176266 99501.28380301)
23,15/7/2018,2018,15,15/7/2018,7,2018-0075,PEATON,MASCULINO,PEATON,2018,,DEL LIBERTADOR AV.,14,ORTIZ DE OCAMPO,15,DEL LIBERTADOR AV. Y ORTIZ DE OCAMPO,15/7/2018,7,07:30,DEL LIBERTADOR AV. Y ORTIZ DE OCAMPO,7,1,PEATON-AUTO,-58.40367321,-34.58129246,AVENIDA,AUTO,PEATON,POINT (105470.75546311 105320.72785650)
73,16/7/2018,2018,16,16/7/2018,7,2018-0076,CONDUCTOR,MASCULINO,AUTO,2018,,"CHAVEZ, JORGE",9,"PAZ, GRAL. AV.",16,"CHAVEZ, JORGE Y PAZ, GRAL. AV.",16/7/2018,9,09:30,"CHAVEZ, JORGE Y PAZ, GRAL. AV.",7,1,AUTO-CARGAS,-58.52932872,-34.65014993,CALLE,CARGAS,AUTO,POINT (93946.81673714 97681.68907836)
58,16/7/2018,2018,16,17/7/2018,7,2018-0077,CONDUCTOR,MASCULINO,AUTO,2018,,"URQUIZA, GRAL.",3,ESTADOS UNIDOS,16,"URQUIZA, GRAL. Y ESTADOS UNIDOS",16/7/2018,23,23:15,"URQUIZA, GRAL. Y ESTADOS UNIDOS",7,1,AUTO-CARGAS,-58.40917826,-34.62126274,CALLE,CARGAS,AUTO,POINT (104963.31095539 100886.97438212)
27,21/7/2018,2018,21,21/7/2018,7,2018-0078,PEATON,MASCULINO,PEATON,2018,,PARAGUAY,2,SANCHEZ DE BUSTAMANTE,21,PARAGUAY Y SANCHEZ DE BUSTAMANTE,21/7/2018,6,06:15,PARAGUAY Y SÁNCHEZ DE BUSTAMANTE,7,1,PEATON-AUTO,-58.41264127,-34.59473294,CALLE,AUTO,PEATON,POINT (104647.18963470 103830.17880585)
SD,23/7/2018,2018,23,23/7/2018,7,2018-0079,PEATON,MASCULINO,PEATON,2018,,DE LOS CORRALES AV.,9,"PAZ, GRAL. AV.",23,"DE LOS CORRALES AV. Y PAZ, GRAL. AV.",23/7/2018,7,07:15,"DE LOS CORRALES AV. Y PAZ, GRAL. AV.",7,1,PEATON-CARGAS,-58.50877521,-34.66977709,GRAL PAZ,CARGAS,PEATON,POINT (95832.05571093 95505.41641999)
26,25/7/2018,2018,25,25/7/2018,7,2018-0080,PEATON,MASCULINO,PEATON,2018,,"ALBERDI, JUAN BAUTISTA AV.",9,CARHUE,25,"ALBERDI, JUAN BAUTISTA AV. Y CARHUE",25/7/2018,22,22:22,"ALBERDI, JUAN BAUTISTA AV. Y CARHUE",7,1,PEATON-AUTO,-58.51232237,-34.65903530,AVENIDA,AUTO,PEATON,POINT (95506.35959227 96696.89655626)
35,29/7/2018,2018,29,29/7/2018,7,2018-0081,PEATON,MASCULINO,PEATON,2018,,CASTANARES AV.,7,RIVERA INDARTE AV.,29,CASTAÃ‘ARES AV. Y RIVERA INDARTE AV.,29/7/2018,6,06:30,CASTAÑARES AV. Y RIVERA INDARTE AV.,7,1,MULTIPLE,-58.44744156,-34.64567171,AVENIDA,MULTIPLE,PEATON,POINT (101453.89687005 98180.39027169)
17,1/8/2018,2018,1,1/8/2018,8,2018-0082,CONDUCTOR,FEMENINO,MOTO,2018,,LARRAZABAL,9,"GARZON, EUGENIO, GRAL. AV.",1,"LARRAZABAL Y GARZON, EUGENIO, GRAL. AV.",1/8/2018,15,15:53,"LARRAZABAL Y GARZON, EUGENIO, GRAL. AV.",8,1,MOTO-CARGAS,-58.49441273,-34.65869968,AVENIDA,CARGAS,MOTO,POINT (97148.03881747 96734.79106149)
SD,2/8/2018,2018,2,2/8/2018,8,2018-0083,CONDUCTOR,MASCULINO,MOTO,2018,,"PAZ, GRAL. AV.",8,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",2,"PAZ, GRAL. AV. Y FERNANDEZ DE LA CRUZ, F., GRAL. AV.",2/8/2018,5,05:20,"PAZ, GRAL. AV. Y FERNANDEZ DE LA CRUZ, F., GRAL. AV.",8,1,MOTO-CARGAS,-58.47976785,-34.69153196,GRAL PAZ,CARGAS,MOTO,POINT (98491.08733048 93092.87943671)
45,3/8/2018,2018,3,3/8/2018,8,2018-0084,PEATON,MASCULINO,PEATON,2018,,"MOREAU DE JUSTO, ALICIA AV.",1,COCHABAMBA,3,"MOREAU DE JUSTO, ALICIA AV. Y COCHABAMBA",3/8/2018,7,07:25,AV. ALICIA MOREAU DE JUSTO Y COCHABAMBA,8,1,PEATON-CARGAS,-58.36523349,-34.62260331,AVENIDA,CARGAS,PEATON,POINT (108993.20201253 100735.24332429)
22,3/8/2018,2018,3,3/8/2018,8,2018-0085,PASAJERO_ACOMPAÑANTE,FEMENINO,MOTO,2018,,ENTRE RIOS AV.,3,"GARAY, JUAN DE AV.",3,"ENTRE RIOS AV. Y GARAY, JUAN DE AV.",3/8/2018,18,18:16,"ENTRE RIOS AV. Y GARAY, JUAN DE AV.",8,2,MOTO-PASAJEROS,-58.39118948,-34.62704273,AVENIDA,PASAJEROS,MOTO,POINT (106612.54991859 100244.75667446)
30,3/8/2018,2018,3,3/8/2018,8,2018-0085,CONDUCTOR,MASCULINO,MOTO,2018,,ENTRE RIOS AV.,3,"GARAY, JUAN DE AV.",3,"ENTRE RIOS AV. Y GARAY, JUAN DE AV.",3/8/2018,18,18:16,"ENTRE RIOS AV. Y GARAY, JUAN DE AV.",8,2,MOTO-PASAJEROS,-58.39118948,-34.62704273,AVENIDA,PASAJEROS,MOTO,POINT (106612.54991859 100244.75667446)
40,10/8/2018,2018,10,10/8/2018,8,2018-0086,PEATON,MASCULINO,PEATON,2018,,DIRECTORIO AV.,9,GUARDIA NACIONAL,10,DIRECTORIO AV. Y GUARDIA NACIONAL,10/8/2018,21,21:44,DIRECTORIO AV. Y GUARDIA NACIONAL,8,1,PEATON-PASAJEROS,-58.49019551,-34.65015854,AVENIDA,PASAJEROS,PEATON,POINT (97534.35415051 97682.40955825)
75,15/8/2018,2018,15,20/8/2018,8,2018-0087,PEATON,MASCULINO,PEATON,2018,,PAVON AV.,5,COLOMBRES,15,PAVON AV. Y COLOMBRES,15/8/2018,19,19:20,PAVON AV. Y COLOMBRES,8,1,PEATON-PASAJEROS,-58.41644362,-34.63023775,AVENIDA,PASAJEROS,PEATON,POINT (104296.57153484 99891.67281595)
SD,17/8/2018,2018,17,17/8/2018,8,2018-0088,CONDUCTOR,MASCULINO,MOTO,2018,,"PAZ, GRAL. AV.",12,"BALBIN, RICARDO, DR. AV.",17,"PAZ, GRAL. AV. Y BALBIN, RICARDO, DR. AV.",17/8/2018,16,16:36,AV. GRAL. PAZ Y AV. DR. RICARDO BALBÍN,8,1,MOTO-CARGAS,-58.50073810,-34.54979510,GRAL PAZ,CARGAS,MOTO,POINT (96563.66494817 108815.73881056)
80,17/8/2018,2018,17,17/8/2018,8,2018-0089,PEATON,MASCULINO,PEATON,2018,,PICHINCHA AV.,4,BRASIL,17,PICHINCHA AV. Y BRASIL,17/8/2018,17,17:56,PICHINCHA AV. Y BRASIL,8,1,PEATON-PASAJEROS,-58.39626094,-34.63036565,AVENIDA,PASAJEROS,PEATON,POINT (106147.25140863 99876.44981079)
27,18/8/2018,2018,18,18/8/2018,8,2018-0090,CONDUCTOR,MASCULINO,MOTO,2018,,27 DE FEBRERO AV.,8,PERGAMINO,18,27 DE FEBRERO AV. Y PERGAMINO,18/8/2018,10,10:34,27 DE FEBRERO AV. Y PERGAMINO,8,1,MOTO-AUTO,-58.43284809,-34.67051543,AVENIDA,AUTO,MOTO,POINT (102791.00899168 95424.06973029)
23,19/8/2018,2018,19,19/8/2018,8,2018-0091,PASAJERO_ACOMPAÑANTE,FEMENINO,AUTO,2018,,AUTOPISTA PERITO MORENO,9,BARRAGAN,19,AUTOPISTA PERITO MORENO Y BARRAGAN,19/8/2018,18,18:47,AU PERITO MORENO KM 1.8 ALTURA BARRAGAN SENTIDO PBA,8,1,AUTO-AUTO,-58.52280139,-34.63659934,AUTOPISTA,AUTO,AUTO,POINT (94544.31344300 99185.28796442)
23,20/8/2018,2018,20,20/8/2018,8,2018-0092,CONDUCTOR,MASCULINO,MOTO,2018,,CORDOBA AV.,14,GASCON,20,CORDOBA AV. Y GASCON,20/8/2018,8,08:20,CORDOBA AV. Y GASCON,8,1,MOTO-AUTO,-58.42336930,-34.59774487,AVENIDA,AUTO,MOTO,POINT (103662.91363929 103496.49206019)
24,20/8/2018,2018,20,20/8/2018,8,2018-0093,PEATON,MASCULINO,PEATON,2018,1513.0,15 DE NOVIEMBRE DE 1889,1,,20,15 DE NOVIEMBRE DE 1889 1513,20/8/2018,8,08:41,15 DE NOVIEMBRE DE 1889 1513,8,1,PEATON-PASAJEROS,-58.38691681,-34.63105973,CALLE,PASAJEROS,PEATON,POINT (107004.02001368 99798.84856249)
32,23/8/2018,2018,23,23/8/2018,8,2018-0094,CONDUCTOR,MASCULINO,MOTO,2018,,"SALGUERO, JERONIMO",14,BERUTI,23,"SALGUERO, JERONIMO Y BERUTI",23/8/2018,5,05:35,"SALGUERO, JERONIMO Y BERUTI",8,1,MOTO-PASAJEROS,-58.41169020,-34.58579880,CALLE,PASAJEROS,MOTO,POINT (104734.93787233 104821.22705013)
49,26/8/2018,2018,26,26/8/2018,8,2018-0095,PASAJERO_ACOMPAÑANTE,FEMENINO,AUTO,2018,,LACARRA AV.,9,"DELLEPIANE, LUIS, TTE. GRAL.",26,"LACARRA AV. Y DELLEPIANE, LUIS, TTE. GRAL.",26/8/2018,0,00:59,"LACARRA AV. Y DELLEPIANE, LUIS, TTE. GRAL.",8,1,AUTO-AUTO,-58.46739825,-34.65117757,AVENIDA,AUTO,AUTO,POINT (99624.29795829 97569.69801131)
39,31/8/2018,2018,31,31/8/2018,8,2018-0096,PEATON,MASCULINO,PEATON,2018,,AUTOPISTA PRESIDENTE H?CTOR J. C?MPORA,8,"ROCA, CNEL. AV.",31,"AUTOPISTA PRESIDENTE HÃ‰CTOR J. CÃMPORA Y ROCA, CNEL. AV.",31/8/2018,22,22:20,"AU HÉCTOR J. CÁMPORA Y ROCA, CNEL. AV.",8,1,PEATON-AUTO,-58.44483258,-34.67152226,AUTOPISTA,AUTO,PEATON,POINT (101692.57924565 95312.63822646)
35,2/9/2018,2018,2,2/9/2018,9,2018-0097,CONDUCTOR,FEMENINO,AUTO,2018,,VARELA AV.,8,"RABANAL, FRANCISCO, INTENDENTE AV.",2,"VARELA AV. Y RABANAL, FRANCISCO, INTENDENTE AV.",2/9/2018,10,10:50,AV. VARELA Y AV. INT. FRANCISCO RABANAL,9,1,AUTO-MOVIL,-58.43254025,-34.66128115,AVENIDA,OTRO,AUTO,POINT (102819.52927414 96448.46140692)
54,9/9/2018,2018,9,9/9/2018,9,2018-0098,PASAJERO_ACOMPAÑANTE,MASCULINO,AUTO,2018,,"PAZ, GRAL. AV.",8,BERON DE ASTRADA,9,"PAZ, GRAL. AV. Y BERON DE ASTRADA",9/9/2018,5,05:00,AV. GRAL. PAZ E/ FERRE Y BERON DE ASTRADA,9,2,AUTO-AUTO,-58.47199387,-34.69640164,GRAL PAZ,AUTO,AUTO,POINT (99203.46279192 92552.75548716)
55,9/9/2018,2018,9,9/9/2018,9,2018-0098,CONDUCTOR,MASCULINO,AUTO,2018,,"PAZ, GRAL. AV.",8,BERON DE ASTRADA,9,"PAZ, GRAL. AV. Y BERON DE ASTRADA",9/9/2018,5,05:00,AV. GRAL. PAZ E/ FERRE Y BERON DE ASTRADA,9,2,AUTO-AUTO,-58.47199387,-34.69640164,GRAL PAZ,AUTO,AUTO,POINT (99203.46279192 92552.75548716)
18,12/9/2018,2018,12,13/9/2018,9,2018-0099,PEATON,MASCULINO,PEATON,2018,,RIVADAVIA AV.,7,PEDERNERA,12,RIVADAVIA AV. Y PEDERNERA,12/9/2018,14,14:25,RIVADAVIA AV. Y PEDERNERA,9,1,PEATON-PASAJEROS,-58.46411215,-34.62925068,AVENIDA,PASAJEROS,PEATON,POINT (99925.51296558 100002.14427355)
33,20/9/2018,2018,20,20/9/2018,9,2018-0100,SD,FEMENINO,MOTO,2018,150.0,"RAWSON DE DELLEPIANE, ELVIRA AV.",1,,20,"RAWSON DE DELLEPIANE, ELVIRA AV. 150",20/9/2018,10,10:30,ELVIRA RAWSON DE DELLEPIANE 150,9,1,MOTO-AUTO,-58.36217754,-34.62367156,AVENIDA,AUTO,MOTO,POINT (109273.33013929 100616.46322293)
SD,21/9/2018,2018,21,21/9/2018,9,2018-0101,CONDUCTOR,MASCULINO,AUTO,2018,,"PAZ, GRAL. AV.",12,ZAPIOLA,21,"PAZ, GRAL. AV. Y ZAPIOLA",21/9/2018,0,00:15,"PAZ, GRAL. AV. Y ZAPIOLA",9,1,MULTIPLE,-58.48098594,-34.54073130,GRAL PAZ,MULTIPLE,AUTO,POINT (98376.44189669 109821.71138325)
20,21/9/2018,2018,21,21/9/2018,9,2018-0102,CONDUCTOR,MASCULINO,MOTO,2018,,FAMATINA,4,"TABORDA, DIOGENES",21,"FAMATINA Y TABORDA, DIOGENES",21/9/2018,0,00:30,FAMATINA Y DIOGENES TABORDA,9,1,MOTO-AUTO,-58.41083404,-34.64640709,CALLE,AUTO,MOTO,POINT (104810.02928662 98097.69340075)
1,27/9/2018,2018,27,29/9/2018,9,2018-0103,PEATON,MASCULINO,PEATON,2018,,CASTA?ARES AV.,7,"BONORINO, ESTEBAN, CNEL. AV.",27,"CASTAÃ‘ARES AV. Y BONORINO, ESTEBAN, CNEL. AV.",27/9/2018,17,17:51,AV. CASTAÑARES Y BONORINO,9,1,PEATON-MOTO,-58.44609828,-34.64446729,AVENIDA,MOTO,PEATON,POINT (101577.07056955 98313.98170453)
22,1/10/2018,2018,1,1/10/2018,10,2018-0104,CONDUCTOR,MASCULINO,MOTO,2018,,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,4,SUAREZ AV.,1,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI Y SUAREZ AV.,1/10/2018,8,08:58,AU FRONDIZI 9 DE JULIO SUR Y AV. SUAREZ,10,1,MOTO-MOTO,-58.37709334,-34.64035082,AUTOPISTA,MOTO,MOTO,POINT (107903.91828587 98767.43091425)
56,3/10/2018,2018,3,3/10/2018,10,2018-0105,PEATON,FEMENINO,PEATON,2018,,NAZCA AV.,7,RIVADAVIA AV.,3,NAZCA AV. Y RIVADAVIA AV.,3/10/2018,18,18:12,NAZCA AV. Y RIVADAVIA AV.,10,1,PEATON-PASAJEROS,-58.46963952,-34.63070603,AVENIDA,PASAJEROS,PEATON,POINT (99418.67591727 99840.67619219)
27,4/10/2018,2018,4,4/10/2018,10,2018-0106,CONDUCTOR,MASCULINO,MOTO,2018,,"FIGUEROA ALCORTA, PRES. AV.",13,ECHEVERRIA,4,"FIGUEROA ALCORTA, PRES. AV. Y ECHEVERRIA",4/10/2018,22,22:02,"FIGUEROA ALCORTA, PRES. AV. Y ECHEVERRIA",10,1,MOTO-MOTO,-58.43674281,-34.55161027,AVENIDA,MOTO,MOTO,POINT (102437.44187502 108614.72855724)
62,6/10/2018,2018,6,6/10/2018,10,2018-0107,PEATON,FEMENINO,PEATON,2018,,RIVADAVIA AV.,3,JUJUY AV.,6,RIVADAVIA AV. Y JUJUY AV.,6/10/2018,14,14:20,RIVADAVIA AV. Y JUJUY AV.,10,1,PEATON-PASAJEROS,-58.40596860,-34.61011987,AVENIDA,PASAJEROS,PEATON,POINT (105258.35368554 102122.93231400)
37,9/10/2018,2018,9,10/10/2018,10,2018-0108,CONDUCTOR,MASCULINO,MOTO,2018,,DE LOS ITALIANOS AV.,1,"GUEMES, MACACHA",9,"DE LOS ITALIANOS AV. Y GUEMES, MACACHA",9/10/2018,14,14:00,"DE LOS ITALIANOS AV. Y GUEMES, MACACHA",10,1,MOTO-AUTO,-58.36154069,-34.60463618,AVENIDA,AUTO,MOTO,POINT (109333.85016626 102728.06777580)
34,10/10/2018,2018,10,10/10/2018,10,2018-0109,PEATON,MASCULINO,PEATON,2018,,TUCUMAN,1,"ALEM, LEANDRO N. AV.",10,"TUCUMAN Y ALEM, LEANDRO N. AV.",10/10/2018,22,22:12,"TUCUMAN Y ALEM, LEANDRO N. AV.",10,1,PEATON-PASAJEROS,-58.37062179,-34.60066507,AVENIDA,PASAJEROS,PEATON,POINT (108501.28725227 103169.39367565)
60,13/10/2018,2018,13,14/10/2018,10,2018-0110,PEATON,MASCULINO,PEATON,2018,,CORRIENTES AV.,15,"GALLARDO, ANGEL AV.",13,"CORRIENTES AV. Y GALLARDO, ANGEL AV.",13/10/2018,3,03:05,"CORRIENTES AV. Y GALLARDO, ANGEL AV.",10,1,PEATON-MOTO,-58.43220014,-34.60207186,AVENIDA,MOTO,PEATON,POINT (102852.69197214 103016.76479974)
28,19/10/2018,2018,19,19/10/2018,10,2018-0111,CONDUCTOR,MASCULINO,MOTO,2018,,AUTOPISTA PERITO MORENO,9,,19,"AUTOPISTA PERITO MORENO & PERON, EVA  AV.",19/10/2018,12,12:13,AU PERITO MORENO Y AV. EVA PERÓN SENTIDO CENTRO,10,1,MOTO-CARGAS,-58.46958442,-34.64949724,AUTOPISTA,CARGAS,MOTO,POINT (99423.87045126 97756.09331484)
28,24/10/2018,2018,24,24/10/2018,10,2018-0112,CONDUCTOR,FEMENINO,MOTO,2018,,MU?ECAS,15,SERRANO,24,MUÃ‘ECAS Y SERRANO,24/10/2018,9,09:18,MUÑECAS Y SERRANO,10,1,MOTO-CARGAS,-58.44671397,-34.59970903,CALLE,CARGAS,MOTO,POINT (101521.41058610 103279.18839709)
20,25/10/2018,2018,25,25/10/2018,10,2018-0113,CONDUCTOR,MASCULINO,MOTO,2018,,"ARTIGAS, JOSE GERVASIO, GRAL.",11,TRES ARROYOS,25,"ARTIGAS, JOSE GERVASIO, GRAL. Y TRES ARROYOS",25/10/2018,11,11:00,"ARTIGAS, JOSE GERVASIO, GRAL. Y TRES ARROYOS",10,1,MOTO-CARGAS,-58.47152163,-34.61474911,CALLE,CARGAS,MOTO,POINT (99245.93828707 101610.8222803)
23,30/10/2018,2018,30,30/10/2018,10,2018-0114,CONDUCTOR,MASCULINO,MOTO,2018,,SOLIS,1,INDEPENDENCIA AV.,30,SOLIS E INDEPENDENCIA AV.,30/10/2018,2,02:15,SOLIS E INDEPENDENCIA AV.,10,1,MOTO-AUTO,-58.39032921,-34.61807951,AVENIDA,AUTO,MOTO,POINT (106692.15004353 101239.02351805)
42,31/10/2018,2018,31,1/11/2018,10,2018-0115,PEATON,MASCULINO,PEATON,2018,,"BOSCH, VENTURA",9,"PAZ, GRAL. AV.",31,"BOSCH, VENTURA Y PAZ, GRAL. AV.",31/10/2018,12,12:30,"BOSCH, VENTURA Y PAZ, GRAL. AV.",10,1,PEATON-PASAJEROS,-58.52887773,-34.64297861,CALLE,PASAJEROS,PEATON,POINT (93987.63954589 98477.26093452)
48,1/11/2018,2018,1,8/11/2018,11,2018-0116,PEATON,MASCULINO,PEATON,2018,14800.0,"PAZ, GRAL. AV.",8,,1,"PAZ, GRAL. AV. 14800",1/11/2018,10,10:50,"PAZ, GRAL. AV. 14800",11,1,PEATON-CARGAS,-58.49371157,-34.67981324,GRAL PAZ,CARGAS,PEATON,POINT (97213.03214767 94392.58930391)
30,4/11/2018,2018,4,8/11/2018,11,2018-0117,CONDUCTOR,MASCULINO,MOTO,2018,5321.0,"PERON, EVA AV.",9,,4,"PERON, EVA AV. 5321",4/11/2018,8,08:15,AV. EVA PERÓN 5321,11,1,MOTO-MOTO,-58.48266599,-34.66012327,AVENIDA,MOTO,MOTO,POINT (98224.84159668 96577.14272605)
80,5/11/2018,2018,5,5/11/2018,11,2018-0118,PEATON,FEMENINO,PEATON,2018,,"PERON, JUAN DOMINGO, TTE. GENERAL",3,PUEYRREDON AV.,5,"PERON, JUAN DOMINGO, TTE. GENERAL Y PUEYRREDON AV.",5/11/2018,14,14:49,"PERON, JUAN DOMINGO, TTE. GENERAL Y PUEYRREDON AV.",11,1,PEATON-MOTO,-58.40612253,-34.60774301,AVENIDA,MOTO,PEATON,POINT (105244.38396064 102386.61371612)
32,5/11/2018,2018,5,6/11/2018,11,2018-0119,PEATON,FEMENINO,PEATON,2018,,"RABANAL, FRANCISCO, INTENDENTE AV.",8,SAN PEDRITO,5,"RABANAL, FRANCISCO, INTENDENTE AV. Y SAN PEDRITO",5/11/2018,22,22:35,RABANAL Y SAN PEDRITO,11,1,PEATON-SD,-58.43613623,-34.66292532,AVENIDA,SD,PEATON,POINT (102489.86457298 96266.15892101)
51,9/11/2018,2018,9,20/11/2018,11,2018-0120,PEATON,FEMENINO,PEATON,2018,,MONROE,12,ALVAREZ THOMAS AV.,9,MONROE Y ALVAREZ THOMAS AV.,9/11/2018,13,13:34,MONROE Y ALVAREZ THOMAS AV.,11,1,PEATON-AUTO,-58.48250732,-34.57208238,AVENIDA,AUTO,PEATON,POINT (98237.46824855 106343.83342545)
72,9/11/2018,2018,9,9/11/2018,11,2018-0121,PEATON,FEMENINO,PEATON,2018,,RIVADAVIA AV.,10,MANZONI,9,RIVADAVIA AV. Y MANZONI,9/11/2018,16,16:32,RIVADAVIA AV. Y MANZONI,11,1,PEATON-PASAJEROS,-58.49945705,-34.63743280,AVENIDA,PASAJEROS,PEATON,POINT (96684.78779898 99093.85665638)
33,12/11/2018,2018,12,12/11/2018,11,2018-0122,CONDUCTOR,MASCULINO,AUTO,2018,,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,8,LARRAZABAL,12,AUTOPISTA DELLEPIANE LUIS TTE. GRAL. Y LARRAZABAL,12/11/2018,1,01:00,AU DELLEPIANE LUIS TTE. GRAL. Y LARRAZABAL,11,1,AUTO-AUTO,-58.47743966,-34.67233407,AUTOPISTA,AUTO,AUTO,POINT (98704.10681045 95222.62689520)
25,12/11/2018,2018,12,12/11/2018,11,2018-0123,CONDUCTOR,MASCULINO,AUTO,2018,,"PAZ, GRAL. AV.",9,"PERON, EVA AV.",12,"PAZ, GRAL. AV. Y PERON, EVA AV.",12/11/2018,3,03:32,"PAZ, GRAL. AV. Y PERON, EVA AV.",11,1,AUTO-SD,-58.50251790,-34.67450313,GRAL PAZ,SD,AUTO,POINT (96405.76679348 94981.38013791)
44,15/11/2018,2018,15,15/11/2018,11,2018-0124,CONDUCTOR,MASCULINO,CARGAS,2018,,AUTOPISTA PERITO MORENO,9,,15,AUTOPISTA PERITO MORENO Y RESERVISTAS ARGENTINOS,15/11/2018,19,19:40,AU PERITO MORENO Y RESERVISTAS ARGENTINOS,11,1,CARGAS-CARGAS,-58.52144411,-34.63682499,AUTOPISTA,CARGAS,CARGAS,POINT (94668.77734942 99160.32825286)
29,16/11/2018,2018,16,17/11/2018,11,2018-0125,PEATON,MASCULINO,PEATON,2018,,SAENZ AV.,4,VENTANA,16,SAENZ AV. Y VENTANA,16/11/2018,21,21:12,SAENZ AV. Y VENTANA,11,1,PEATON-PASAJEROS,-58.41650465,-34.65084045,AVENIDA,PASAJEROS,PEATON,POINT (104289.92773867 97606.13539657)
27,18/11/2018,2018,18,23/11/2018,11,2018-0126,CONDUCTOR,MASCULINO,MOTO,2018,,"PAZ, GRAL. AV.",9,"FALCON, RAMON L.,CNEL.",18,"PAZ, GRAL. AV. Y FALCON, RAMON L.,CNEL.",18/11/2018,12,12:11,AVDA. GENERAL PAZ Y CNEL. RAMÓN FALCÓN,11,1,MOTO-AUTO,-58.52994219,-34.64055918,GRAL PAZ,AUTO,MOTO,POINT (93889.86789861 98745.59348173)
29,19/11/2018,2018,19,19/11/2018,11,2018-0127,CONDUCTOR,MASCULINO,MOTO,2018,,"PAZ, GRAL. AV.",12,DE LOS CONSTITUYENTES AV.,19,"PAZ, GRAL. AV. Y DE LOS CONSTITUYENTES AV.",19/11/2018,9,09:14,AV. GRAL. PAZ Y AV. DE LOS CONSTITUYENTES,11,1,MOTO-MOTO,-58.50993046,-34.56919739,GRAL PAZ,MOTO,MOTO,POINT (95720.94836751 106663.03756022)
39,25/11/2018,2018,25,25/11/2018,11,2018-0128,PASAJERO_ACOMPAÑANTE,FEMENINO,AUTO,2018,11200.0,"PAZ, GRAL. AV.",9,,25,"PAZ, GRAL. AV. 11200",25/11/2018,4,04:30,"PAZ, GRAL. AV. 11200",11,2,AUTO-PASAJEROS,-58.52844623,-34.64592873,GRAL PAZ,PASAJEROS,AUTO,POINT (94027.41355272 98150.01779732)
