EDAD_VICTIMA,FECHA_x,FECHA_AA,FECHA_DD,FECHA_DECESO,FECHA_MM,ID,ROL_VICTIMA,SEXO_VICTIMA,VH_VICTIMA,AAAA,Altura,Calle,COMUNA,Cruce,DD,Dirección Normalizada,FECHA_y,HH,HORA,LUGAR_HECHO,MM,N_VICTIMAS,PARTICIPANTES,POSX,POSY,TIPO_CALLE,VH_ACUSADO,VICTIMA,XY (CABA)
87,28/2/2017,2017,28,28/2/2017,2,2017-0028,PEATON,MASCULINO,PEATON,2017,,GAONA AV.,6,FRAGATA PRES. SARMIENTO,28,GAONA AV. Y FRAGATA PRES. SARMIENTO,28/2/2017,9,09:20,AV. GAONA Y FRAGATA SARMIENTO,2,1,PEATON-AUTO,-58.45475488,-34.61196327,AVENIDA,AUTO,PEATON,POINT (100783.70757056 101919.87125456)
34,7/3/2017,2017,7,7/3/2017,3,2017-0029,SD,MASCULINO,SD,2017,,MOZART,9,TANDIL,7,MOZART Y TANDIL,7/3/2017,2,02:15,MOZART Y TANDIL,3,1,SD-AUTO,-58.48501341,-34.64742455,CALLE,AUTO,SD,POINT (98009.35575364 97985.81952007)
27,7/3/2017,2017,7,7/3/2017,3,2017-0030,CONDUCTOR,FEMENINO,AUTO,2017,,MOZART,9,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,7,MOZART Y AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,7/3/2017,8,08:00,MOZART Y COLECTORA AV. TTE. LUIS J DELLEPIANE,3,1,AUTO-PASAJEROS,-58.47010988,-34.65872088,AVENIDA,PASAJEROS,AUTO,POINT (99375.77435905 96732.87189547)
70,11/3/2017,2017,11,11/3/2017,3,2017-0031,PASAJERO_ACOMPAÑANTE,MASCULINO,AUTO,2017,,24 DE NOVIEMBRE,3,PAVON,11,24 DE NOVIEMBRE Y PAVON,11/3/2017,1,01:30,24 DE NOVIEMBRE Y PAVON,3,1,AUTO-OBJETO FIJO,-58.40997560,-34.62873635,CALLE,OBJETO FIJO,AUTO,POINT (104889.75647602 100057.93817815)
40,12/3/2017,2017,12,12/3/2017,3,2017-0032,PASAJERO_ACOMPAÑANTE,FEMENINO,AUTO,2017,,"PAZ, GRAL. AV.",8,LOS CEDROS,12,"PAZ, GRAL. AV. Y LOS CEDROS",12/3/2017,5,05:00,AV. GRAL. PAZ Y PEDRO DE MENDOZA,3,1,AUTO-AUTO,-58.48892175,-34.68359163,GRAL PAZ,AUTO,AUTO,POINT (97652.09135282 93973.55833508)
28,12/3/2017,2017,12,12/3/2017,3,2017-0033,CONDUCTOR,MASCULINO,AUTO,2017,,"PAZ, GRAL. AV.",11,"GUTIERREZ, RICARDO",12,"PAZ, GRAL. AV. Y GUTIERREZ, RICARDO",12/3/2017,7,07:30,AV. GRAL. PAZ KM. 10,3,1,AUTO-AUTO,-58.52466448,-34.60325478,GRAL PAZ,AUTO,AUTO,POINT (94371.21426086 102884.21739121)
43,13/3/2017,2017,13,13/3/2017,3,2017-0034,PEATON,MASCULINO,PEATON,2017,2651.0,GODOY CRUZ,14,,13,GODOY CRUZ 2651,13/3/2017,7,07:50,GODOY CRUZ 2651,3,1,PEATON-AUTO,-58.42554218,-34.57929036,CALLE,AUTO,PEATON,POINT (103464.34360929 105543.78205193)
28,23/3/2017,2017,23,23/3/2017,3,2017-0035,CONDUCTOR,MASCULINO,AUTO,2017,,"ACHAVAL RODRIGUEZ, T., DR. AV.",1,"VILLAFLOR, AZUCENA",23,"ACHAVAL RODRIGUEZ, T., DR. AV. Y VILLAFLOR, AZUCENA",23/3/2017,5,05:00,AV. DR. TRISTAN ACHAVAL RODRIGUEZ Y BLVD. AZUCENA VILLAFLOR,3,3,AUTO-OBJETO FIJO,-58.35881506,-34.61113641,AVENIDA,OBJETO FIJO,AUTO,POINT (109583.11620052 102006.72069921)
30,23/3/2017,2017,23,23/3/2017,3,2017-0035,PASAJERO_ACOMPAÑANTE,MASCULINO,AUTO,2017,,"ACHAVAL RODRIGUEZ, T., DR. AV.",1,"VILLAFLOR, AZUCENA",23,"ACHAVAL RODRIGUEZ, T., DR. AV. Y VILLAFLOR, AZUCENA",23/3/2017,5,05:00,AV. DR. TRISTAN ACHAVAL RODRIGUEZ Y BLVD. AZUCENA VILLAFLOR,3,3,AUTO-OBJETO FIJO,-58.35881506,-34.61113641,AVENIDA,OBJETO FIJO,AUTO,POINT (109583.11620052 102006.72069921)
32,23/3/2017,2017,23,23/3/2017,3,2017-0035,PASAJERO_ACOMPAÑANTE,MASCULINO,AUTO,2017,,"ACHAVAL RODRIGUEZ, T., DR. AV.",1,"VILLAFLOR, AZUCENA",23,"ACHAVAL RODRIGUEZ, T., DR. AV. Y VILLAFLOR, AZUCENA",23/3/2017,5,05:00,AV. DR. TRISTAN ACHAVAL RODRIGUEZ Y BLVD. AZUCENA VILLAFLOR,3,3,AUTO-OBJETO FIJO,-58.35881506,-34.61113641,AVENIDA,OBJETO FIJO,AUTO,POINT (109583.11620052 102006.72069921)
20,29/3/2017,2017,29,29/3/2017,3,2017-0036,CONDUCTOR,MASCULINO,MOTO,2017,,"PAZ, GRAL. AV.",12,CAMPANA,29,"PAZ, GRAL. AV. Y CAMPANA",29/3/2017,18,18:00,CURUPAYTI Y COLECTORA AV. GRAL. PAZ,3,2,MOTO-PASAJEROS,-58.51452347,-34.58159762,GRAL PAZ,PASAJEROS,MOTO,POINT (95300.18060161 105287.23850698)
SD,29/3/2017,2017,29,29/3/2017,3,2017-0036,PASAJERO_ACOMPAÑANTE,FEMENINO,MOTO,2017,,"PAZ, GRAL. AV.",12,CAMPANA,29,"PAZ, GRAL. AV. Y CAMPANA",29/3/2017,18,18:00,CURUPAYTI Y COLECTORA AV. GRAL. PAZ,3,2,MOTO-PASAJEROS,-58.51452347,-34.58159762,GRAL PAZ,PASAJEROS,MOTO,POINT (95300.18060161 105287.23850698)
41,31/3/2017,2017,31,31/3/2017,3,2017-0037,CONDUCTOR,MASCULINO,MOTO,2017,,INDEPENDENCIA AV.,1,"CEVALLOS, VIRREY",31,"INDEPENDENCIA AV. Y CEVALLOS, VIRREY",31/3/2017,3,03:00,AV. INDEPENDENCIA Y VIRREY CEVALLOS,3,1,MOTO-CARGAS,-58.38896772,-34.61799615,AVENIDA,CARGAS,MOTO,POINT (106817.01972475 101248.18030272)
40,1/4/2017,2017,1,1/4/2017,4,2017-0038,CONDUCTOR,FEMENINO,MOTO,2017,,CASTA?ARES AV.,7,LAUTARO,1,CASTAÃ‘ARES AV. Y LAUTARO,1/4/2017,19,19:00,AV. CASTAÑARES Y LAUTARO,4,1,MOTO-AUTO,-58.44516857,-34.64363363,AVENIDA,AUTO,MOTO,POINT (101662.32423755 98406.44885071)
43,3/4/2017,2017,3,3/4/2017,4,2017-0040,CONDUCTOR,MASCULINO,AUTO,2017,2699.0,"GUIRALDES, INT.",13,,3,"GUIRALDES, INT. 2699",3/4/2017,9,09:40,CAMINO CIUDAD UNUVERSITARIA Y AV. TTE. GUIRALDES,4,1,MULTIPLE,-58.43834197,-34.54560369,AVENIDA,MULTIPLE,AUTO,POINT (102290.82648731 109281.08885461)
17,3/4/2017,2017,3,SD,4,2017-0041,CONDUCTOR,MASCULINO,MOTO,2017,2186.0,"FERNANDEZ MORENO, BALDOMERO",7,,3,"FERNANDEZ MORENO, BALDOMERO 2186",3/4/2017,23,23:15,BALDOMERO FERNANDEZ MORENO 2186,4,1,MOTO-AUTO,-58.45485084,-34.63531854,CALLE,AUTO,MOTO,POINT (100774.70463767 99328.98632835)
SD,10/4/2017,2017,10,10/4/2017,4,2017-0042,CONDUCTOR,MASCULINO,MOTO,2017,,"LUGONES, LEOPOLDO AV.",14,,10,"LUGONES, LEOPOLDO AV.",10/4/2017,9,09:00,AV. LEOPOLDO LUGONES PKM 6900,4,1,MOTO-CARGAS,.,.,GRAL PAZ,CARGAS,MOTO,POINT (. .)
21,14/4/2017,2017,14,14/4/2017,4,2017-0045,CONDUCTOR,MASCULINO,MOTO,2017,5940.0,NOGOYA,10,,14,NOGOYA 5940,14/4/2017,6,06:15,NOGOYA 5940,4,1,MOTO-OBJETO FIJO,-58.52449285,-34.62454175,CALLE,OBJETO FIJO,MOTO,POINT (94388.40460408 100522.78812728)
37,23/4/2017,2017,23,23/4/2017,4,2017-0047,CONDUCTOR,MASCULINO,MOTO,2017,,ARGENTINA AV.,8,CORVALAN,23,ARGENTINA AV. Y CORVALAN,23/4/2017,6,06:30,AV. ARGENTINA Y AV. CORVALAN,4,1,MOTO-AUTO,-58.46713742,-34.67198790,AVENIDA,AUTO,MOTO,POINT (99648.31069819 95261.11808541)
22,27/4/2017,2017,27,27/4/2017,4,2017-0049,PEATON,MASCULINO,PEATON,2017,,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",8,VARELA AV.,27,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. Y VARELA AV.",27/4/2017,18,18:16,AV. FERNANDEZ DE LA CRUZ Y VARELA,4,1,PEATON-PASAJEROS,-58.43850413,-34.65554754,AVENIDA,PASAJEROS,PEATON,POINT (102273.01728657 97084.66236498)
16,28/4/2017,2017,28,28/4/2017,4,2017-0050,PASAJERO_ACOMPAÑANTE,MASCULINO,MOTO,2017,,AUTOPISTA PERITO MORENO,9,,28,,28/4/2017,11,11:08,AU PERITO MORENO Y RAMAL ENLACE AU1/AU6,4,2,MOTO-CARGAS,.,.,AUTOPISTA,CARGAS,MOTO,POINT (. .)
46,28/4/2017,2017,28,28/4/2017,4,2017-0050,CONDUCTOR,MASCULINO,MOTO,2017,,AUTOPISTA PERITO MORENO,9,,28,,28/4/2017,11,11:08,AU PERITO MORENO Y RAMAL ENLACE AU1/AU6,4,2,MOTO-CARGAS,.,.,AUTOPISTA,CARGAS,MOTO,POINT (. .)
33,1/5/2017,2017,1,1/5/2017,5,2017-0051,CONDUCTOR,MASCULINO,AUTO,2017,,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,7,,1,,1/5/2017,3,03:47,AU DELLEPIANE 2400,5,1,AUTO-AUTO,.,.,AUTOPISTA,AUTO,AUTO,POINT (. .)
47,5/5/2017,2017,5,5/5/2017,5,2017-0052,PEATON,FEMENINO,PEATON,2017,,"PAZ, GRAL. AV.",8,GOLETA SANTA CRUZ,5,"PAZ, GRAL. AV. Y GOLETA SANTA CRUZ",5/5/2017,3,03:40,AV. GRAL. PAZ Y GOLETA JULIA,5,1,PEATON-CARGAS,-58.49413799,-34.68095739,GRAL PAZ,CARGAS,PEATON,POINT (97173.99360188 94265.65054023)
28,5/5/2017,2017,5,5/5/2017,5,2017-0053,CONDUCTOR,MASCULINO,MOTO,2017,,VIEYTES,4,VILLARINO,5,VIEYTES Y VILLARINO,5/5/2017,20,20:16,VIEYTES Y VILLARINO,5,1,MOTO-CARGAS,-58.37547846,-34.65326075,CALLE,CARGAS,MOTO,POINT (108050.74089604 97335.15201103)
20,7/5/2017,2017,7,7/5/2017,5,2017-0054,PASAJERO_ACOMPAÑANTE,FEMENINO,MOTO,2017,,DE LOS CONSTITUYENTES AV.,15,"MORAN, PEDRO",7,"DE LOS CONSTITUYENTES AV. Y MORAN, PEDRO",7/5/2017,21,21:00,AV. DE LOS CONSTITUYENTES Y PEDRO MORAN,5,1,MOTO-AUTO,-58.48680218,-34.58689719,AVENIDA,AUTO,MOTO,POINT (97843.76024114 104700.29820723)
32,9/5/2017,2017,9,9/5/2017,5,2017-0055,CONDUCTOR,MASCULINO,AUTO,2017,4900.0,DE LOS CONSTITUYENTES AV.,12,,9,DE LOS CONSTITUYENTES AV. 4900,9/5/2017,8,08:30,AV. DE LOS CONSTITUYENTES 4900,5,1,AUTO-AUTO,-58.49563989,-34.57962262,AVENIDA,AUTO,AUTO,POINT (97032.68537217 105507.05805581)
80,9/5/2017,2017,9,9/5/2017,5,2017-0058,PEATON,MASCULINO,PEATON,2017,,CORDOBA AV.,1,LIBERTAD,9,CORDOBA AV. Y LIBERTAD,9/5/2017,23,23:10,AV. CORDOBA Y LIBERTAD,5,1,PEATON-MOTO,-58.38403232,-34.59915940,AVENIDA,MOTO,PEATON,POINT (107271.27725903 103337.46347012)
39,11/5/2017,2017,11,11/5/2017,5,2017-0059,PEATON,FEMENINO,PEATON,2017,,BRASIL,1,LIMA,11,BRASIL Y LIMA,11/5/2017,9,09:24,BRASIL Y LIMA,5,1,PEATON-PASAJEROS,-58.38223382,-34.62693865,CALLE,PASAJEROS,PEATON,POINT (107433.79647713 100255.68319210)
30,13/5/2017,2017,13,13/5/2017,5,2017-0060,PASAJERO_ACOMPAÑANTE,MASCULINO,MOTO,2017,,ESCALADA AV.,8,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",13,"ESCALADA AV. Y FERNANDEZ DE LA CRUZ, F., GRAL. AV.",13/5/2017,7,07:20,AV. ESCALADA Y AV. FERNANDEZ DE LA CRUZ,5,1,MOTO-OBJETO FIJO,-58.45966521,-34.67323292,AVENIDA,OBJETO FIJO,MOTO,POINT (100333.14201607 95123.00813458)
47,15/5/2017,2017,15,16/5/2017,5,2017-0061,PEATON,MASCULINO,PEATON,2017,,PARAGUAY,2,CALLAO AV.,15,PARAGUAY Y CALLAO AV.,15/5/2017,13,13:29,PARAGUAY Y AV. CALLAO,5,1,PEATON-MOTO,-58.39303911,-34.59871111,AVENIDA,MOTO,PEATON,POINT (106445.10866138 103387.80115442)
35,15/5/2017,2017,15,15/5/2017,5,2017-0062,CONDUCTOR,MASCULINO,MOTO,2017,,"JUSTO, JUAN B. AV.",10,SAN BLAS,15,"JUSTO, JUAN B. AV. Y SAN BLAS",15/5/2017,16,16:00,AV. JUAN B JUSTO Y SAN BLAS,5,1,MOTO-CARGAS,-58.51262106,-34.63395999,AVENIDA,CARGAS,MOTO,POINT (95477.60201436 99478.59069542)
79,17/5/2017,2017,17,17/5/2017,5,2017-0063,PEATON,FEMENINO,PEATON,2017,,CHILE,1,9 DE JULIO AV.,17,CHILE Y 9 DE JULIO AV.,17/5/2017,10,10:13,CHILE Y AV. 9 DE JULIO,5,1,PEATON-PASAJEROS,-58.38118367,-34.61646839,AVENIDA,PASAJEROS,PEATON,POINT (107531.03549571 101417.11038758)
61,20/5/2017,2017,20,20/5/2017,5,2017-0064,PASAJERO_ACOMPAÑANTE,MASCULINO,CARGAS,2017,,MAIPU,1,"PERON, JUAN DOMINGO, TTE. GENERAL",20,"MAIPU Y PERON, JUAN DOMINGO, TTE. GENERAL",20/5/2017,5,05:00,MAIPU Y PERON,5,1,CARGAS-AUTO,-58.37653284,-34.60582475,CALLE,AUTO,CARGAS,POINT (107958.58079244 102597.49225224)
21,22/5/2017,2017,22,22/5/2017,5,2017-0065,CICLISTA,MASCULINO,BICICLETA,2017,,SUAREZ AV.,4,HERRERA,22,SUAREZ AV. Y HERRERA,22/5/2017,16,16:00,AV. SUAREZ Y HERRERA,5,1,BICICLETA-CARGAS,-58.37709334,-34.64035082,AVENIDA,CARGAS,BICICLETA,POINT (107903.91828587 98767.43091425)
10,22/5/2017,2017,22,22/5/2017,5,2017-0066,PEATON,MASCULINO,PEATON,2017,,SAN MARTIN AV.,15,FRAGATA PRES. SARMIENTO,22,SAN MARTIN AV. Y FRAGATA PRES. SARMIENTO,22/5/2017,18,18:10,AV. SAN MARTIN Y FRAGATA SARMIENTO,5,1,PEATON-PASAJEROS,-58.46002142,-34.60409469,AVENIDA,PASAJEROS,PEATON,POINT (100300.69930045 102792.78597597)
21,23/5/2017,2017,23,23/5/2017,5,2017-0067,CONDUCTOR,MASCULINO,MOTO,2017,,DIRECTORIO AV.,6,"MORENO, JOSE MARIA AV.",23,"DIRECTORIO AV. Y MORENO, JOSE MARIA AV.",23/5/2017,2,02:45,AV. DIRECTORIO Y AV. JOSE MARIA MORENO,5,1,MOTO-CARGAS,-58.43381970,-34.62801894,AVENIDA,CARGAS,MOTO,POINT (102703.30911569 100138.40769771)
32,27/5/2017,2017,27,27/5/2017,5,2017-0068,CONDUCTOR,MASCULINO,MOTO,2017,2950.0,"RABANAL, FRANCISCO, INTENDENTE AV.",8,,27,"RABANAL, FRANCISCO, INTENDENTE AV. 2950",27/5/2017,19,19:50,AV. TTE. FRANCISCO RABANAL 2950,5,1,MOTO-OBJETO FIJO,-58.43580656,-34.66437532,AVENIDA,OBJETO FIJO,MOTO,POINT (102520.03961549 96105.29592085)
39,29/5/2017,2017,29,29/5/2017,5,2017-0069,CONDUCTOR,MASCULINO,MOTO,2017,,"PAZ, GRAL. AV.",9,"SCHMIDL, ULRICO",24,"PAZ, GRAL. AV. Y SCHMIDL, ULRICO",24/5/2017,14,14:15,AV. GRAL. PAZ Y ULRICO SCHMIDL,5,1,MOTO-SD,-58.52173071,-34.65997463,GRAL PAZ,SD,MOTO,POINT (94644.00300729 96592.22735507)
80,30/5/2017,2017,30,31/5/2017,5,2017-0070,PEATON,MASCULINO,PEATON,2017,3696.0,NUEVA YORK,11,,30,NUEVA YORK 3696,30/5/2017,13,13:20,NUEVA YORK  3696,5,1,PEATON-AUTO,-58.50791763,-34.59804273,CALLE,AUTO,PEATON,POINT (95907.08722675 103463.22327776)
25,3/6/2017,2017,3,3/6/2017,6,2017-0072,CONDUCTOR,MASCULINO,AUTO,2017,,DE LOS CONSTITUYENTES AV.,12,VALLEJOS,3,DE LOS CONSTITUYENTES AV. Y VALLEJOS,3/6/2017,23,23:20,AV. DE LOS CONSTITUYENTES Y VALLEJOS,6,1,AUTO-AUTO,-58.49175088,-34.58226957,AVENIDA,AUTO,AUTO,POINT (97389.59663507 105213.53381695)
19,4/6/2017,2017,4,4/6/2017,6,2017-0073,CONDUCTOR,MASCULINO,MOTO,2017,,CORRIENTES AV.,3,ECUADOR,4,CORRIENTES AV. Y ECUADOR,4/6/2017,9,09:00,AV. CORRIENTES Y ECUADOR,6,1,MOTO-AUTO,-58.40781467,-34.60425669,AVENIDA,AUTO,MOTO,POINT (105089.38820014 102773.44772064)
70,4/6/2017,2017,4,4/6/2017,6,2017-0074,SD,MASCULINO,SD,2017,133.0,CASCO,9,,4,CASCO 133,4/6/2017,12,12:50,CASCO 133,6,1,SD-SD,-58.52567073,-34.63787791,CALLE,SD,SD,POINT (94281.31244858 99043.29027489)
55,12/6/2017,2017,12,12/6/2017,6,2017-0075,PEATON,MASCULINO,PEATON,2017,,DE MAYO AV.,1,9 DE JULIO AV.,12,DE MAYO AV. Y 9 DE JULIO AV.,12/6/2017,22,22:38,AV. DE MAYO Y AV. 9 DE JULIO,6,1,PEATON-MOTO,-58.38154200,-34.60906385,AVENIDA,MOTO,PEATON,POINT (107498.83241886 102238.54924157)
30,13/6/2017,2017,13,13/6/2017,6,2017-0076,PEATON,FEMENINO,PEATON,2017,,"CASTILLO, RAMON S., PRES. AV.",2,CALLE 12 (NO OFICIAL),13,"CASTILLO, RAMON S., PRES. AV. Y CALLE 12 (NO OFICIAL)",13/6/2017,14,14:50,AV. RAMON CASTILLO Y CALLE 12,6,1,PEATON-CARGAS,-58.38526125,-34.57805810,AVENIDA,CARGAS,PEATON,POINT (107160.34141948 105678.38284277)
60,17/6/2017,2017,17,18/6/2017,6,2017-0077,CONDUCTOR,FEMENINO,MOTO,2017,1930.0,FRAY JUSTO SANTAMARIA DE ORO,14,,17,FRAY JUSTO SANTAMARIA DE ORO 1930,17/6/2017,23,23:45,FRAY JUSTO SANTAMARIA DE ORO 1930,6,1,MOTO-CARGAS,-58.42934104,-34.58451712,CALLE,CARGAS,MOTO,POINT (103115.59520137 104964.08461543)
33,19/6/2017,2017,19,19/6/2017,6,2017-0079,CONDUCTOR,MASCULINO,MOTO,2017,,MEXICO,3,DEAN FUNES,19,MEXICO Y DEAN FUNES,19/6/2017,16,16:26,MEXICO Y DEAN FUNES,6,1,MOTO-CARGAS,-58.40657493,-34.61781124,CALLE,CARGAS,MOTO,POINT (105202.26736061 101269.73269565)
95,22/6/2017,2017,22,22/6/2017,6,2017-0080,PEATON,FEMENINO,PEATON,2017,,"ALBERDI, JUAN BAUTISTA AV.",9,ESCALADA AV.,22,"ALBERDI, JUAN BAUTISTA AV. Y ESCALADA AV.",22/6/2017,10,10:15,AV. JUAN B ALBERDI Y AV. ESCALADA,6,1,PEATON-CARGAS,-58.49525314,-34.64487785,AVENIDA,CARGAS,PEATON,POINT (97070.50716478 98268.08001276)
36,25/6/2017,2017,25,25/6/2017,6,2017-0082,PEATON,MASCULINO,PEATON,2017,,ENTRE RIOS AV.,4,BRASIL,25,ENTRE RIOS AV. Y BRASIL,25/6/2017,22,22:40,AV. ENTRE RIOS Y AV. BRASIL,6,1,PEATON-AUTO,-58.39092851,-34.62932696,AVENIDA,AUTO,PEATON,POINT (106636.30041967 99991.34072603)
37,4/7/2017,2017,4,4/7/2017,7,2017-0083,CONDUCTOR,MASCULINO,MOTO,2017,,"ALBERDI, JUAN BAUTISTA AV.",9,GUARDIA NACIONAL,4,"ALBERDI, JUAN BAUTISTA AV. Y GUARDIA NACIONAL",4/7/2017,0,00:25,AV. JUAN B ALBERDI Y GUARDIA NACIONAL,7,1,MOTO-CARGAS,-58.49603546,-34.64564271,AVENIDA,CARGAS,MOTO,POINT (96998.81124177 98183.20743664)
73,5/7/2017,2017,5,5/7/2017,7,2017-0084,PEATON,FEMENINO,PEATON,2017,,DEL LIBERTADOR AV.,2,RODRIGUEZ PE?A,5,DEL LIBERTADOR AV. Y RODRIGUEZ PEÃ‘A,5/7/2017,12,12:49,AV. DEL LIBERTADOR Y RODRIGUEZ PEÑA,7,1,PEATON-PASAJEROS,-58.38502878,-34.58703485,AVENIDA,PASAJEROS,PEATON,POINT (107180.90591568 104682.54945160)
84,7/7/2017,2017,7,7/7/2017,7,2017-0085,PEATON,MASCULINO,PEATON,2017,,TACUARI,4,"GARCIA, MARTIN AV.",7,"TACUARI Y GARCIA, MARTIN AV.",7/7/2017,14,14:15,TACUARI Y AV. MARTIN GARCIA,7,1,PEATON-PASAJEROS,-58.37261143,-34.63150425,AVENIDA,PASAJEROS,PEATON,POINT (108315.72323297 99748.45783960)
30,9/7/2017,2017,9,9/7/2017,7,2017-0086,PEATON,FEMENINO,PEATON,2017,,RIVADAVIA AV.,9,MURGUIONDO,9,RIVADAVIA AV. Y MURGUIONDO,9/7/2017,7,07:30,AV. RIVADAVIA Y MURGUIONDO,7,1,PEATON-MOTO,-58.51876802,-34.63905965,AVENIDA,MOTO,PEATON,POINT (94914.28538682 98912.56901137)
73,10/7/2017,2017,10,10/7/2017,7,2017-0087,PEATON,FEMENINO,PEATON,2017,390.0,24 DE NOVIEMBRE,3,,10,24 DE NOVIEMBRE 390,10/7/2017,10,10:45,24 DE NOVIEMBRE 390,7,1,PEATON-AUTO,-58.41095567,-34.61516101,CALLE,AUTO,PEATON,POINT (104800.65774098 101563.94663965)
43,10/7/2017,2017,10,10/7/2017,7,2017-0088,PEATON,MASCULINO,PEATON,2017,,PASEO COLON AV.,1,BRASIL AV.,10,PASEO COLON AV. Y BRASIL AV.,10/7/2017,22,22:30,AV. PASEO COLON Y BRASIL,7,1,PEATON-PASAJEROS,-58.36797542,-34.62519403,AVENIDA,PASAJEROS,PEATON,POINT (108741.48238670 100448.08502809)
23,13/7/2017,2017,13,SD,7,2017-0089,SD,MASCULINO,SD,2017,901.0,"LEGUIZAMON, MARTINIANO",9,,13,"LEGUIZAMON, MARTINIANO 901",13/7/2017,12,12:05,MARTINIANO LEGUIZAMON 901,7,1,SD-AUTO,-58.51514709,-34.64787051,CALLE,AUTO,SD,POINT (95246.78684010 97935.32361317)
22,15/7/2017,2017,15,15/7/2017,7,2017-0090,PEATON,MASCULINO,PEATON,2017,,CHIVILCOY AV.,11,"PAZ, GRAL. AV.",15,"CHIVILCOY AV. Y PAZ, GRAL. AV.",15/7/2017,5,05:15,AV. CHIVILCOY Y COLECTORA AV. GRAL. PAZ,7,1,PEATON-AUTO,-58.51925642,-34.59171721,GRAL PAZ,AUTO,PEATON,POINT (94866.55993974 104164.40879727)
58,15/7/2017,2017,15,15/7/2017,7,2017-0091,CONDUCTOR,MASCULINO,MOTO,2017,,SUPERI,12,"PAZ, GRAL. AV.",15,"SUPERI Y PAZ, GRAL. AV.",15/7/2017,13,13:00,SUPERI Y AV. GRAL. PAZ,7,1,MOTO-SD,-58.48671535,-34.54321216,GRAL PAZ,SD,MOTO,POINT (97850.57417090 109546.39428377)
66,24/7/2017,2017,24,24/7/2017,7,2017-0092,PEATON,MASCULINO,PEATON,2017,,AUTOPISTA 25 DE MAYO,1,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,24,AUTOPISTA 25 DE MAYO Y AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,24/7/2017,22,22:16,AU 25 DE MAYO Y AU FRONDIZI (9 DE JULIO SUR),7,1,PEATON-AUTO,-58.38268809,-34.62282019,AUTOPISTA,AUTO,PEATON,POINT (107392.50226602 100712.59265582)
SD,25/7/2017,2017,25,25/7/2017,7,2017-0093,PEATON,MASCULINO,PEATON,2017,,"LUGONES, LEOPOLDO AV.",13,PUENTE DISTRIBUIDOR SCALABRINI ORTIZ,25,"LUGONES, LEOPOLDO AV. Y PUENTE DISTRIBUIDOR SCALABRINI ORTIZ",25/7/2017,16,16:48,"AV. LEOPOLDO LUGONES KM 7,5, ALTURA PUENTE SCALABRINI ORTIZ, SENTIDO A CENTRO PORTEÑO",7,1,PEATON-AUTO,-58.43633522,-34.54966288,AUTOPISTA,AUTO,PEATON,POINT (102474.90818824 108830.74789029)
56,27/7/2017,2017,27,27/7/2017,7,2017-0094,CICLISTA,FEMENINO,BICICLETA,2017,2639.0,"HUGO, VICTOR",10,,27,"HUGO, VICTOR 2639",27/7/2017,8,08:50,VICTOR HUGO 2639,7,1,BICICLETA-CARGAS,-58.52640838,-34.61765855,CALLE,CARGAS,BICICLETA,POINT (94212.26181299 101286.25735606)
36,6/8/2017,2017,6,6/8/2017,8,2017-0095,CONDUCTOR,MASCULINO,MOTO,2017,,CORDOBA AV.,14,"SALGUERO, JERONIMO",6,"CORDOBA AV. Y SALGUERO, JERONIMO",6/8/2017,8,08:00,AV. CORDOBA Y JERONIMO SALGUERO,8,1,MOTO-AUTO,-58.41894306,-34.59778875,AVENIDA,AUTO,MOTO,POINT (104068.94257873 103491.45652529)
87,7/8/2017,2017,7,7/8/2017,8,2017-0096,PEATON,MASCULINO,PEATON,2017,,CABILDO AV.,13,NU?EZ,7,CABILDO AV. Y NUÃ‘EZ,7/8/2017,19,19:50,AV. CABILDO Y NUÑEZ,8,1,PEATON-PASAJEROS,-58.46756026,-34.54972741,AVENIDA,PASAJEROS,PEATON,POINT (99608.90354249 108823.89449537)
61,8/8/2017,2017,8,8/8/2017,8,2017-0098,PEATON,FEMENINO,PEATON,2017,2114.0,"BONIFACIO, JOSE",7,,8,"BONIFACIO, JOSE 2114",8/8/2017,12,12:10,JOSE BONIFACIO 2114,8,1,PEATON-AUTO,-58.45715752,-34.63132912,CALLE,AUTO,PEATON,POINT (100563.22594607 99771.56223988)
28,17/8/2017,2017,17,17/8/2017,8,2017-0099,CICLISTA,MASCULINO,BICICLETA,2017,5400.0,"FIGUEROA ALCORTA, PRES. AV.",14,,17,"FIGUEROA ALCORTA, PRES. AV. 5400",17/8/2017,19,19:45,AV. PTE FIGUEROA ALCORTA 5400,8,1,BICICLETA-AUTO,-58.42406784,-34.56213916,AVENIDA,AUTO,BICICLETA,POINT (103600.34605991 107446.36084135)
